household_id,month,household_size,region,income_group,ev_adoption_month,ev_cohort,post_adoption,months_since_adoption,avg_temperature_c,electricity_kwh
H053,2022-02-01,3,Gyeonggi,Middle,2022-01-01,2022Q1,1,1,2.16,341.69
H054,2022-02-01,2,Seoul,High,2022-11-01,2022Q4,0,-9,2.16,271.24
H055,2022-02-01,1,Daegu,High,2022-03-01,2022Q1,0,-1,2.16,266.36
H056,2022-02-01,4,Seoul,Low,,,0,,2.16,245.04
H057,2022-02-01,4,Daegu,High,2024-02-01,2024Q1,0,-24,2.16,370.55
H058,2022-02-01,2,Seoul,High,2023-06-01,2023Q2,0,-16,2.16,243.61
H059,2022-02-01,2,Gyeonggi,Low,2022-05-01,2022Q2,0,-3,2.16,206.81
H060,2022-02-01,2,Daegu,Middle,,,0,,2.16,230.97
H061,2022-02-01,2,Seoul,Low,,,0,,2.16,230.74
H062,2022-02-01,2,Seoul,Middle,2023-07-01,2023Q3,0,-17,2.16,236.88
H063,2022-02-01,3,Seoul,Middle,,,0,,2.16,245.16
H064,2022-02-01,1,Gyeonggi,Middle,2024-06-01,2024Q2,0,-28,2.16,229.83
H065,2022-02-01,3,Seoul,Middle,2023-12-01,2023Q4,0,-22,2.16,281.24
H066,2022-02-01,2,Gyeonggi,Low,,,0,,2.16,233.97
H067,2022-02-01,2,Gyeonggi,Middle,2023-04-01,2023Q2,0,-14,2.16,226.85
H068,2022-02-01,3,Busan,Middle,,,0,,2.16,299.9
H069,2022-02-01,2,Daegu,High,,,0,,2.16,315.56
H070,2022-02-01,2,Busan,Low,,,0,,2.16,228.42
H071,2022-02-01,2,Busan,Low,2023-10-01,2023Q4,0,-20,2.16,184.23
H072,2022-02-01,4,Seoul,Middle,,,0,,2.16,346.18
H073,2022-02-01,3,Daegu,Middle,2022-07-01,2022Q3,0,-5,2.16,323.4
H074,2022-02-01,2,Daegu,Low,2022-08-01,2022Q3,0,-6,2.16,311.78
H075,2022-02-01,1,Daegu,Middle,,,0,,2.16,266.22
H076,2022-02-01,4,Daegu,High,,,0,,2.16,339.53
H077,2022-02-01,4,Daegu,Middle,2024-08-01,2024Q3,0,-30,2.16,292.42
H078,2022-02-01,3,Busan,Middle,,,0,,2.16,236.07
H079,2022-02-01,2,Busan,Middle,2024-03-01,2024Q1,0,-25,2.16,206.89
H080,2022-02-01,4,Seoul,Middle,2023-07-01,2023Q3,0,-17,2.16,310.58
H081,2022-02-01,1,Daegu,Middle,2024-07-01,2024Q3,0,-29,2.16,195.93
H082,2022-02-01,3,Busan,Low,2023-09-01,2023Q3,0,-19,2.16,224.94
H083,2022-02-01,4,Gyeonggi,Middle,2024-11-01,2024Q4,0,-33,2.16,301.5
H084,2022-02-01,4,Gyeonggi,High,,,0,,2.16,375.17
H085,2022-02-01,5,Seoul,High,2023-03-01,2023Q1,0,-13,2.16,333.84
H086,2022-02-01,4,Gyeonggi,Low,2022-08-01,2022Q3,0,-6,2.16,274.91
H087,2022-02-01,2,Daegu,Low,,,0,,2.16,283.84
H088,2022-02-01,3,Seoul,High,2024-02-01,2024Q1,0,-24,2.16,265.54
H089,2022-02-01,4,Seoul,High,2022-04-01,2022Q2,0,-2,2.16,336.24
H090,2022-02-01,1,Seoul,Middle,2024-05-01,2024Q2,0,-27,2.16,209.18
H091,2022-02-01,4,Gyeonggi,Middle,,,0,,2.16,365.62
H092,2022-02-01,2,Busan,Low,2023-10-01,2023Q4,0,-20,2.16,225.93
H093,2022-02-01,3,Daegu,Middle,,,0,,2.16,284.22
H094,2022-02-01,3,Seoul,Middle,2024-10-01,2024Q4,0,-32,2.16,286.73
H095,2022-02-01,4,Seoul,Middle,,,0,,2.16,235.28
H096,2022-02-01,2,Daegu,High,2023-11-01,2023Q4,0,-21,2.16,256.63
H097,2022-02-01,4,Daegu,Middle,,,0,,2.16,277.54
H098,2022-02-01,2,Daegu,Middle,,,0,,2.16,290.06
H099,2022-02-01,3,Busan,High,,,0,,2.16,309.94
H100,2022-02-01,2,Daegu,Middle,,,0,,2.16,274.92
H101,2022-02-01,2,Daegu,High,,,0,,2.16,270.64
H102,2022-02-01,2,Busan,Middle,,,0,,2.16,261.89
H103,2022-02-01,2,Gyeonggi,Middle,,,0,,2.16,208.68
H104,2022-02-01,3,Daegu,Middle,2023-04-01,2023Q2,0,-14,2.16,271.85
H105,2022-02-01,3,Gyeonggi,Middle,,,0,,2.16,244.01
H106,2022-02-01,3,Busan,Middle,,,0,,2.16,248.4
H107,2022-02-01,2,Gyeonggi,Low,,,0,,2.16,247.0
H108,2022-02-01,4,Gyeonggi,Low,,,0,,2.16,298.4
H109,2022-02-01,2,Busan,High,2023-01-01,2023Q1,0,-11,2.16,273.44
H110,2022-02-01,4,Gyeonggi,Low,,,0,,2.16,243.99
H111,2022-02-01,3,Gyeonggi,Middle,2023-08-01,2023Q3,0,-18,2.16,296.1
H112,2022-02-01,3,Busan,Low,2023-02-01,2023Q1,0,-12,2.16,257.68
H113,2022-02-01,4,Daegu,Middle,2024-05-01,2024Q2,0,-27,2.16,288.7
H114,2022-02-01,1,Gyeonggi,Low,,,0,,2.16,192.94
H115,2022-02-01,3,Gyeonggi,High,2024-07-01,2024Q3,0,-29,2.16,256.3
H116,2022-02-01,2,Seoul,Middle,,,0,,2.16,311.08
H117,2022-02-01,5,Gyeonggi,Middle,2024-02-01,2024Q1,0,-24,2.16,337.11
H118,2022-02-01,2,Daegu,Middle,,,0,,2.16,308.34
H119,2022-02-01,2,Gyeonggi,Low,2022-05-01,2022Q2,0,-3,2.16,205.0
H120,2022-02-01,4,Gyeonggi,Middle,,,0,,2.16,350.39
H001,2022-03-01,3,Seoul,Middle,2024-09-01,2024Q3,0,-30,1.03,245.42
H002,2022-03-01,1,Daegu,Low,2022-09-01,2022Q3,0,-6,1.03,188.01
H003,2022-03-01,3,Gyeonggi,Middle,,,0,,1.03,248.47
H004,2022-03-01,2,Seoul,High,2023-06-01,2023Q2,0,-15,1.03,250.83
H005,2022-03-01,2,Gyeonggi,High,2023-10-01,2023Q4,0,-19,1.03,224.44
H006,2022-03-01,2,Seoul,Middle,,,0,,1.03,258.86
H007,2022-03-01,5,Daegu,Low,,,0,,1.03,264.04
H008,2022-03-01,2,Gyeonggi,Middle,2022-05-01,2022Q2,0,-2,1.03,259.02
H009,2022-03-01,5,Gyeonggi,High,,,0,,1.03,354.95
H010,2022-03-01,2,Busan,Low,2024-11-01,2024Q4,0,-32,1.03,244.55
H011,2022-03-01,1,Gyeonggi,Middle,2024-12-01,2024Q4,0,-33,1.03,218.25
H012,2022-03-01,3,Busan,High,,,0,,1.03,312.53
H013,2022-03-01,2,Seoul,High,,,0,,1.03,261.12
H014,2022-03-01,3,Busan,Low,,,0,,1.03,264.73
H015,2022-03-01,4,Daegu,Low,,,0,,1.03,335.85
H016,2022-03-01,4,Daegu,High,2022-03-01,2022Q1,1,0,1.03,381.96
H017,2022-03-01,3,Seoul,High,2024-07-01,2024Q3,0,-28,1.03,288.36
H018,2022-03-01,3,Daegu,Middle,,,0,,1.03,266.51
H019,2022-03-01,3,Seoul,Middle,,,0,,1.03,316.3
H020,2022-03-01,4,Busan,Low,,,0,,1.03,316.46
H021,2022-03-01,3,Busan,High,2024-05-01,2024Q2,0,-26,1.03,306.24
H022,2022-03-01,4,Gyeonggi,Low,,,0,,1.03,246.78
H023,2022-03-01,3,Seoul,Middle,2023-04-01,2023Q2,0,-13,1.03,220.84
H024,2022-03-01,1,Seoul,Low,,,0,,1.03,229.22
H025,2022-03-01,1,Gyeonggi,Low,2024-07-01,2024Q3,0,-28,1.03,173.44
H026,2022-03-01,5,Gyeonggi,Middle,2024-11-01,2024Q4,0,-32,1.03,314.05
H027,2022-03-01,2,Daegu,Low,,,0,,1.03,226.94
H028,2022-03-01,2,Gyeonggi,Low,,,0,,1.03,238.28
H029,2022-03-01,1,Seoul,High,2024-08-01,2024Q3,0,-29,1.03,255.43
H030,2022-03-01,2,Gyeonggi,Middle,,,0,,1.03,253.77
H031,2022-03-01,3,Gyeonggi,High,2023-06-01,2023Q2,0,-15,1.03,297.45
H032,2022-03-01,3,Daegu,High,2024-11-01,2024Q4,0,-32,1.03,278.52
H033,2022-03-01,1,Daegu,Middle,2024-08-01,2024Q3,0,-29,1.03,209.01
H034,2022-03-01,1,Gyeonggi,Low,2022-08-01,2022Q3,0,-5,1.03,215.5
H035,2022-03-01,4,Seoul,Low,,,0,,1.03,267.03
H036,2022-03-01,5,Gyeonggi,Low,,,0,,1.03,284.69
H037,2022-03-01,2,Daegu,High,2023-05-01,2023Q2,0,-14,1.03,250.7
H038,2022-03-01,3,Daegu,Low,2022-10-01,2022Q4,0,-7,1.03,242.24
H039,2022-03-01,4,Seoul,Middle,,,0,,1.03,296.39
H040,2022-03-01,4,Gyeonggi,Low,,,0,,1.03,310.04
H041,2022-03-01,4,Seoul,Middle,2024-04-01,2024Q2,0,-25,1.03,261.14
H042,2022-03-01,3,Seoul,Middle,2024-10-01,2024Q4,0,-31,1.03,254.77
H043,2022-03-01,3,Busan,Low,2024-11-01,2024Q4,0,-32,1.03,244.48
H044,2022-03-01,2,Busan,High,,,0,,1.03,230.42
H045,2022-03-01,1,Seoul,Low,,,0,,1.03,181.98
H046,2022-03-01,4,Gyeonggi,Middle,2024-12-01,2024Q4,0,-33,1.03,307.09
H047,2022-03-01,2,Seoul,Middle,2022-05-01,2022Q2,0,-2,1.03,217.36
H048,2022-03-01,1,Seoul,Middle,2023-10-01,2023Q4,0,-19,1.03,203.81
H049,2022-03-01,2,Busan,Low,,,0,,1.03,228.57
H050,2022-03-01,4,Seoul,Low,,,0,,1.03,267.13
H051,2022-03-01,2,Seoul,Middle,2023-09-01,2023Q3,0,-18,1.03,236.9
H052,2022-03-01,4,Seoul,Low,,,0,,1.03,315.74
H053,2022-03-01,3,Gyeonggi,Middle,2022-01-01,2022Q1,1,2,1.03,353.44
H054,2022-03-01,2,Seoul,High,2022-11-01,2022Q4,0,-8,1.03,260.09
H055,2022-03-01,1,Daegu,High,2022-03-01,2022Q1,1,0,1.03,322.02
H056,2022-03-01,4,Seoul,Low,,,0,,1.03,241.94
H057,2022-03-01,4,Daegu,High,2024-02-01,2024Q1,0,-23,1.03,312.73
H058,2022-03-01,2,Seoul,High,2023-06-01,2023Q2,0,-15,1.03,226.73
H059,2022-03-01,2,Gyeonggi,Low,2022-05-01,2022Q2,0,-2,1.03,210.75
H060,2022-03-01,2,Daegu,Middle,,,0,,1.03,208.34
H061,2022-03-01,2,Seoul,Low,,,0,,1.03,209.87
H062,2022-03-01,2,Seoul,Middle,2023-07-01,2023Q3,0,-16,1.03,244.5
H063,2022-03-01,3,Seoul,Middle,,,0,,1.03,248.25
H064,2022-03-01,1,Gyeonggi,Middle,2024-06-01,2024Q2,0,-27,1.03,222.41
H065,2022-03-01,3,Seoul,Middle,2023-12-01,2023Q4,0,-21,1.03,222.95
H066,2022-03-01,2,Gyeonggi,Low,,,0,,1.03,219.86
H067,2022-03-01,2,Gyeonggi,Middle,2023-04-01,2023Q2,0,-13,1.03,317.7
H068,2022-03-01,3,Busan,Middle,,,0,,1.03,260.11
H069,2022-03-01,2,Daegu,High,,,0,,1.03,292.59
H070,2022-03-01,2,Busan,Low,,,0,,1.03,218.46
H071,2022-03-01,2,Busan,Low,2023-10-01,2023Q4,0,-19,1.03,194.88
H072,2022-03-01,4,Seoul,Middle,,,0,,1.03,338.03
H073,2022-03-01,3,Daegu,Middle,2022-07-01,2022Q3,0,-4,1.03,260.56
H074,2022-03-01,2,Daegu,Low,2022-08-01,2022Q3,0,-5,1.03,258.62
H075,2022-03-01,1,Daegu,Middle,,,0,,1.03,278.07
H076,2022-03-01,4,Daegu,High,,,0,,1.03,285.68
H077,2022-03-01,4,Daegu,Middle,2024-08-01,2024Q3,0,-29,1.03,277.68
H078,2022-03-01,3,Busan,Middle,,,0,,1.03,204.52
H079,2022-03-01,2,Busan,Middle,2024-03-01,2024Q1,0,-24,1.03,182.35
H080,2022-03-01,4,Seoul,Middle,2023-07-01,2023Q3,0,-16,1.03,295.54
H081,2022-03-01,1,Daegu,Middle,2024-07-01,2024Q3,0,-28,1.03,222.87
H082,2022-03-01,3,Busan,Low,2023-09-01,2023Q3,0,-18,1.03,196.56
H083,2022-03-01,4,Gyeonggi,Middle,2024-11-01,2024Q4,0,-32,1.03,307.01
H084,2022-03-01,4,Gyeonggi,High,,,0,,1.03,358.8
H085,2022-03-01,5,Seoul,High,2023-03-01,2023Q1,0,-12,1.03,318.86
H086,2022-03-01,4,Gyeonggi,Low,2022-08-01,2022Q3,0,-5,1.03,261.41
H087,2022-03-01,2,Daegu,Low,,,0,,1.03,274.15
H088,2022-03-01,3,Seoul,High,2024-02-01,2024Q1,0,-23,1.03,258.25
H089,2022-03-01,4,Seoul,High,2022-04-01,2022Q2,0,-1,1.03,357.37
H090,2022-03-01,1,Seoul,Middle,2024-05-01,2024Q2,0,-26,1.03,198.72
H091,2022-03-01,4,Gyeonggi,Middle,,,0,,1.03,347.39
H092,2022-03-01,2,Busan,Low,2023-10-01,2023Q4,0,-19,1.03,252.84
H093,2022-03-01,3,Daegu,Middle,,,0,,1.03,204.66
H094,2022-03-01,3,Seoul,Middle,2024-10-01,2024Q4,0,-31,1.03,250.77
H095,2022-03-01,4,Seoul,Middle,,,0,,1.03,263.16
H096,2022-03-01,2,Daegu,High,2023-11-01,2023Q4,0,-20,1.03,301.1
H097,2022-03-01,4,Daegu,Middle,,,0,,1.03,246.26
H098,2022-03-01,2,Daegu,Middle,,,0,,1.03,312.53
H099,2022-03-01,3,Busan,High,,,0,,1.03,240.8
H100,2022-03-01,2,Daegu,Middle,,,0,,1.03,233.12
H101,2022-03-01,2,Daegu,High,,,0,,1.03,247.96
H102,2022-03-01,2,Busan,Middle,,,0,,1.03,252.86
H103,2022-03-01,2,Gyeonggi,Middle,,,0,,1.03,188.38
H104,2022-03-01,3,Daegu,Middle,2023-04-01,2023Q2,0,-13,1.03,252.75
H105,2022-03-01,3,Gyeonggi,Middle,,,0,,1.03,201.46
H106,2022-03-01,3,Busan,Middle,,,0,,1.03,245.3
H107,2022-03-01,2,Gyeonggi,Low,,,0,,1.03,196.89
H108,2022-03-01,4,Gyeonggi,Low,,,0,,1.03,263.87
H109,2022-03-01,2,Busan,High,2023-01-01,2023Q1,0,-10,1.03,256.15
H110,2022-03-01,4,Gyeonggi,Low,,,0,,1.03,265.99
H111,2022-03-01,3,Gyeonggi,Middle,2023-08-01,2023Q3,0,-17,1.03,291.75
H112,2022-03-01,3,Busan,Low,2023-02-01,2023Q1,0,-11,1.03,202.21
H113,2022-03-01,4,Daegu,Middle,2024-05-01,2024Q2,0,-26,1.03,269.36
H114,2022-03-01,1,Gyeonggi,Low,,,0,,1.03,193.07
H115,2022-03-01,3,Gyeonggi,High,2024-07-01,2024Q3,0,-28,1.03,242.51
H116,2022-03-01,2,Seoul,Middle,,,0,,1.03,249.48
H117,2022-03-01,5,Gyeonggi,Middle,2024-02-01,2024Q1,0,-23,1.03,320.19
H118,2022-03-01,2,Daegu,Middle,,,0,,1.03,263.15
H119,2022-03-01,2,Gyeonggi,Low,2022-05-01,2022Q2,0,-2,1.03,211.05
H120,2022-03-01,4,Gyeonggi,Middle,,,0,,1.03,357.93
H001,2022-04-01,3,Seoul,Middle,2024-09-01,2024Q3,0,-29,6.62,296.97
H002,2022-04-01,1,Daegu,Low,2022-09-01,2022Q3,0,-5,6.62,198.89
H003,2022-04-01,3,Gyeonggi,Middle,,,0,,6.62,247.07
H004,2022-04-01,2,Seoul,High,2023-06-01,2023Q2,0,-14,6.62,184.65
H005,2022-04-01,2,Gyeonggi,High,2023-10-01,2023Q4,0,-18,6.62,208.92
H006,2022-04-01,2,Seoul,Middle,,,0,,6.62,244.65
H007,2022-04-01,5,Daegu,Low,,,0,,6.62,284.44
H008,2022-04-01,2,Gyeonggi,Middle,2022-05-01,2022Q2,0,-1,6.62,266.78
H009,2022-04-01,5,Gyeonggi,High,,,0,,6.62,298.12
H010,2022-04-01,2,Busan,Low,2024-11-01,2024Q4,0,-31,6.62,221.12
H011,2022-04-01,1,Gyeonggi,Middle,2024-12-01,2024Q4,0,-32,6.62,188.02
H012,2022-04-01,3,Busan,High,,,0,,6.62,295.77
H013,2022-04-01,2,Seoul,High,,,0,,6.62,233.33
H014,2022-04-01,3,Busan,Low,,,0,,6.62,285.68
H015,2022-04-01,4,Daegu,Low,,,0,,6.62,276.93
H016,2022-04-01,4,Daegu,High,2022-03-01,2022Q1,1,1,6.62,426.71
H017,2022-04-01,3,Seoul,High,2024-07-01,2024Q3,0,-27,6.62,256.03
H018,2022-04-01,3,Daegu,Middle,,,0,,6.62,231.32
H019,2022-04-01,3,Seoul,Middle,,,0,,6.62,269.39
H020,2022-04-01,4,Busan,Low,,,0,,6.62,324.57
H021,2022-04-01,3,Busan,High,2024-05-01,2024Q2,0,-25,6.62,276.65
H022,2022-04-01,4,Gyeonggi,Low,,,0,,6.62,253.37
H023,2022-04-01,3,Seoul,Middle,2023-04-01,2023Q2,0,-12,6.62,250.13
H024,2022-04-01,1,Seoul,Low,,,0,,6.62,163.93
H025,2022-04-01,1,Gyeonggi,Low,2024-07-01,2024Q3,0,-27,6.62,198.4
H026,2022-04-01,5,Gyeonggi,Middle,2024-11-01,2024Q4,0,-31,6.62,351.84
H027,2022-04-01,2,Daegu,Low,,,0,,6.62,216.53
H028,2022-04-01,2,Gyeonggi,Low,,,0,,6.62,240.24
H029,2022-04-01,1,Seoul,High,2024-08-01,2024Q3,0,-28,6.62,238.13
H030,2022-04-01,2,Gyeonggi,Middle,,,0,,6.62,219.47
H031,2022-04-01,3,Gyeonggi,High,2023-06-01,2023Q2,0,-14,6.62,276.44
H032,2022-04-01,3,Daegu,High,2024-11-01,2024Q4,0,-31,6.62,244.99
H033,2022-04-01,1,Daegu,Middle,2024-08-01,2024Q3,0,-28,6.62,191.2
H034,2022-04-01,1,Gyeonggi,Low,2022-08-01,2022Q3,0,-4,6.62,170.71
H035,2022-04-01,4,Seoul,Low,,,0,,6.62,332.54
H036,2022-04-01,5,Gyeonggi,Low,,,0,,6.62,296.12
H037,2022-04-01,2,Daegu,High,2023-05-01,2023Q2,0,-13,6.62,232.65
H038,2022-04-01,3,Daegu,Low,2022-10-01,2022Q4,0,-6,6.62,228.39
H039,2022-04-01,4,Seoul,Middle,,,0,,6.62,274.49
H040,2022-04-01,4,Gyeonggi,Low,,,0,,6.62,323.88
H041,2022-04-01,4,Seoul,Middle,2024-04-01,2024Q2,0,-24,6.62,288.1
H042,2022-04-01,3,Seoul,Middle,2024-10-01,2024Q4,0,-30,6.62,261.62
H043,2022-04-01,3,Busan,Low,2024-11-01,2024Q4,0,-31,6.62,220.05
H044,2022-04-01,2,Busan,High,,,0,,6.62,255.28
H045,2022-04-01,1,Seoul,Low,,,0,,6.62,196.64
H046,2022-04-01,4,Gyeonggi,Middle,2024-12-01,2024Q4,0,-32,6.62,337.87
H047,2022-04-01,2,Seoul,Middle,2022-05-01,2022Q2,0,-1,6.62,178.86
H048,2022-04-01,1,Seoul,Middle,2023-10-01,2023Q4,0,-18,6.62,180.97
H049,2022-04-01,2,Busan,Low,,,0,,6.62,184.07
H050,2022-04-01,4,Seoul,Low,,,0,,6.62,262.19
H051,2022-04-01,2,Seoul,Middle,2023-09-01,2023Q3,0,-17,6.62,274.43
H052,2022-04-01,4,Seoul,Low,,,0,,6.62,354.03
H053,2022-04-01,3,Gyeonggi,Middle,2022-01-01,2022Q1,1,3,6.62,386.98
H054,2022-04-01,2,Seoul,High,2022-11-01,2022Q4,0,-7,6.62,222.28
H055,2022-04-01,1,Daegu,High,2022-03-01,2022Q1,1,1,6.62,316.98
H056,2022-04-01,4,Seoul,Low,,,0,,6.62,157.8
H057,2022-04-01,4,Daegu,High,2024-02-01,2024Q1,0,-22,6.62,313.27
H058,2022-04-01,2,Seoul,High,2023-06-01,2023Q2,0,-14,6.62,220.92
H059,2022-04-01,2,Gyeonggi,Low,2022-05-01,2022Q2,0,-1,6.62,229.6
H060,2022-04-01,2,Daegu,Middle,,,0,,6.62,215.62
H061,2022-04-01,2,Seoul,Low,,,0,,6.62,229.41
H062,2022-04-01,2,Seoul,Middle,2023-07-01,2023Q3,0,-15,6.62,213.56
H063,2022-04-01,3,Seoul,Middle,,,0,,6.62,221.04
H064,2022-04-01,1,Gyeonggi,Middle,2024-06-01,2024Q2,0,-26,6.62,240.03
H065,2022-04-01,3,Seoul,Middle,2023-12-01,2023Q4,0,-20,6.62,276.24
H066,2022-04-01,2,Gyeonggi,Low,,,0,,6.62,269.57
H067,2022-04-01,2,Gyeonggi,Middle,2023-04-01,2023Q2,0,-12,6.62,221.72
H068,2022-04-01,3,Busan,Middle,,,0,,6.62,259.68
H069,2022-04-01,2,Daegu,High,,,0,,6.62,290.27
H070,2022-04-01,2,Busan,Low,,,0,,6.62,198.64
H071,2022-04-01,2,Busan,Low,2023-10-01,2023Q4,0,-18,6.62,206.66
H072,2022-04-01,4,Seoul,Middle,,,0,,6.62,287.24
H073,2022-04-01,3,Daegu,Middle,2022-07-01,2022Q3,0,-3,6.62,238.22
H074,2022-04-01,2,Daegu,Low,2022-08-01,2022Q3,0,-4,6.62,225.4
H075,2022-04-01,1,Daegu,Middle,,,0,,6.62,219.89
H076,2022-04-01,4,Daegu,High,,,0,,6.62,262.69
H077,2022-04-01,4,Daegu,Middle,2024-08-01,2024Q3,0,-28,6.62,295.02
H078,2022-04-01,3,Busan,Middle,,,0,,6.62,224.21
H079,2022-04-01,2,Busan,Middle,2024-03-01,2024Q1,0,-23,6.62,188.1
H080,2022-04-01,4,Seoul,Middle,2023-07-01,2023Q3,0,-15,6.62,236.34
H081,2022-04-01,1,Daegu,Middle,2024-07-01,2024Q3,0,-27,6.62,212.23
H082,2022-04-01,3,Busan,Low,2023-09-01,2023Q3,0,-17,6.62,189.16
H083,2022-04-01,4,Gyeonggi,Middle,2024-11-01,2024Q4,0,-31,6.62,283.04
H084,2022-04-01,4,Gyeonggi,High,,,0,,6.62,297.27
H085,2022-04-01,5,Seoul,High,2023-03-01,2023Q1,0,-11,6.62,255.98
H086,2022-04-01,4,Gyeonggi,Low,2022-08-01,2022Q3,0,-4,6.62,299.56
H087,2022-04-01,2,Daegu,Low,,,0,,6.62,230.94
H088,2022-04-01,3,Seoul,High,2024-02-01,2024Q1,0,-22,6.62,278.35
H089,2022-04-01,4,Seoul,High,2022-04-01,2022Q2,1,0,6.62,385.44
H090,2022-04-01,1,Seoul,Middle,2024-05-01,2024Q2,0,-25,6.62,204.55
H091,2022-04-01,4,Gyeonggi,Middle,,,0,,6.62,289.63
H092,2022-04-01,2,Busan,Low,2023-10-01,2023Q4,0,-18,6.62,189.58
H093,2022-04-01,3,Daegu,Middle,,,0,,6.62,217.76
H094,2022-04-01,3,Seoul,Middle,2024-10-01,2024Q4,0,-30,6.62,220.56
H095,2022-04-01,4,Seoul,Middle,,,0,,6.62,247.11
H096,2022-04-01,2,Daegu,High,2023-11-01,2023Q4,0,-19,6.62,208.04
H097,2022-04-01,4,Daegu,Middle,,,0,,6.62,236.23
H098,2022-04-01,2,Daegu,Middle,,,0,,6.62,221.25
H099,2022-04-01,3,Busan,High,,,0,,6.62,240.27
H100,2022-04-01,2,Daegu,Middle,,,0,,6.62,212.82
H101,2022-04-01,2,Daegu,High,,,0,,6.62,248.23
H102,2022-04-01,2,Busan,Middle,,,0,,6.62,211.92
H103,2022-04-01,2,Gyeonggi,Middle,,,0,,6.62,241.51
H104,2022-04-01,3,Daegu,Middle,2023-04-01,2023Q2,0,-12,6.62,272.09
H105,2022-04-01,3,Gyeonggi,Middle,,,0,,6.62,263.4
H106,2022-04-01,3,Busan,Middle,,,0,,6.62,226.1
H107,2022-04-01,2,Gyeonggi,Low,,,0,,6.62,245.56
H108,2022-04-01,4,Gyeonggi,Low,,,0,,6.62,304.95
H109,2022-04-01,2,Busan,High,2023-01-01,2023Q1,0,-9,6.62,220.9
H110,2022-04-01,4,Gyeonggi,Low,,,0,,6.62,243.81
H111,2022-04-01,3,Gyeonggi,Middle,2023-08-01,2023Q3,0,-16,6.62,328.34
H112,2022-04-01,3,Busan,Low,2023-02-01,2023Q1,0,-10,6.62,216.09
H113,2022-04-01,4,Daegu,Middle,2024-05-01,2024Q2,0,-25,6.62,262.22
H114,2022-04-01,1,Gyeonggi,Low,,,0,,6.62,171.45
H115,2022-04-01,3,Gyeonggi,High,2024-07-01,2024Q3,0,-27,6.62,260.99
H116,2022-04-01,2,Seoul,Middle,,,0,,6.62,236.17
H117,2022-04-01,5,Gyeonggi,Middle,2024-02-01,2024Q1,0,-22,6.62,289.23
H118,2022-04-01,2,Daegu,Middle,,,0,,6.62,260.43
H119,2022-04-01,2,Gyeonggi,Low,2022-05-01,2022Q2,0,-1,6.62,216.06
H120,2022-04-01,4,Gyeonggi,Middle,,,0,,6.62,269.41
H001,2022-05-01,3,Seoul,Middle,2024-09-01,2024Q3,0,-28,13.03,252.96
H002,2022-05-01,1,Daegu,Low,2022-09-01,2022Q3,0,-4,13.03,217.05
H003,2022-05-01,3,Gyeonggi,Middle,,,0,,13.03,260.74
H004,2022-05-01,2,Seoul,High,2023-06-01,2023Q2,0,-13,13.03,233.27
H005,2022-05-01,2,Gyeonggi,High,2023-10-01,2023Q4,0,-17,13.03,247.02
H006,2022-05-01,2,Seoul,Middle,,,0,,13.03,244.22
H007,2022-05-01,5,Daegu,Low,,,0,,13.03,263.98
H008,2022-05-01,2,Gyeonggi,Middle,2022-05-01,2022Q2,1,0,13.03,314.22
H009,2022-05-01,5,Gyeonggi,High,,,0,,13.03,295.85
H010,2022-05-01,2,Busan,Low,2024-11-01,2024Q4,0,-30,13.03,194.29
H011,2022-05-01,1,Gyeonggi,Middle,2024-12-01,2024Q4,0,-31,13.03,223.66
H012,2022-05-01,3,Busan,High,,,0,,13.03,316.3
H013,2022-05-01,2,Seoul,High,,,0,,13.03,255.06
H014,2022-05-01,3,Busan,Low,,,0,,13.03,228.25
H015,2022-05-01,4,Daegu,Low,,,0,,13.03,282.3
H016,2022-05-01,4,Daegu,High,2022-03-01,2022Q1,1,2,13.03,392.75
H017,2022-05-01,3,Seoul,High,2024-07-01,2024Q3,0,-26,13.03,309.8
H018,2022-05-01,3,Daegu,Middle,,,0,,13.03,256.87
H019,2022-05-01,3,Seoul,Middle,,,0,,13.03,333.07
H020,2022-05-01,4,Busan,Low,,,0,,13.03,272.82
H021,2022-05-01,3,Busan,High,2024-05-01,2024Q2,0,-24,13.03,262.49
H022,2022-05-01,4,Gyeonggi,Low,,,0,,13.03,221.57
H023,2022-05-01,3,Seoul,Middle,2023-04-01,2023Q2,0,-11,13.03,212.24
H024,2022-05-01,1,Seoul,Low,,,0,,13.03,187.98
H025,2022-05-01,1,Gyeonggi,Low,2024-07-01,2024Q3,0,-26,13.03,158.43
H026,2022-05-01,5,Gyeonggi,Middle,2024-11-01,2024Q4,0,-30,13.03,307.93
H027,2022-05-01,2,Daegu,Low,,,0,,13.03,182.27
H028,2022-05-01,2,Gyeonggi,Low,,,0,,13.03,246.4
H029,2022-05-01,1,Seoul,High,2024-08-01,2024Q3,0,-27,13.03,217.49
H030,2022-05-01,2,Gyeonggi,Middle,,,0,,13.03,247.39
H031,2022-05-01,3,Gyeonggi,High,2023-06-01,2023Q2,0,-13,13.03,296.21
H032,2022-05-01,3,Daegu,High,2024-11-01,2024Q4,0,-30,13.03,227.08
H033,2022-05-01,1,Daegu,Middle,2024-08-01,2024Q3,0,-27,13.03,210.75
H034,2022-05-01,1,Gyeonggi,Low,2022-08-01,2022Q3,0,-3,13.03,169.52
H035,2022-05-01,4,Seoul,Low,,,0,,13.03,353.56
